Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,23695
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,17081
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,9125
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,26692
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,256470
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,15747
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,31347
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,40568
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Homeless,7433
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,4380
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Homeless,3849
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Homeless,5633
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,312378
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,8829
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,49092
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,17947
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Homeless,1752
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,717
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Homeless,649
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Homeless,1253
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,37927
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,885
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,2729
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,2904
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,1166
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,796
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,530
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,984
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,513719
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,13353
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,61097
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,33072
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Homeless,5599
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,1828
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Homeless,1602
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Homeless,5198
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,64762
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,2549
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,5775
2020,75.01-100 (Most Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,10941
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,2329
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,811
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,1266
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,1463
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,120977
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3860
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,10933
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,15034
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,268
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,70
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,70
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,130
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,7755
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,339
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,765
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,1569
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,477
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,205
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,197
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,277
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,78514
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1035
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,5163
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,5187
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,8542
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,4635
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,3445
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,5551
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,320374
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,14531
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,29320
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,60322
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,10615
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3613
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,2813
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,7524
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,1574957
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,25732
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,106565
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,112615
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,8530
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,4679
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,2965
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,8089
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,446674
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,25037
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,54211
2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,90302
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,2656
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1310
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,1369
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,1940
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,144433
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3948
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,13742
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,13873
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,190
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,152
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,95
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,231
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,7246
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,529
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,893
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,1591
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,452
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,212
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,163
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,292
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,137097
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1803
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,9629
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,7572
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,4179
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,2090
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,1700
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2716
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,205892
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,8506
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,21572
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,31222
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,8157
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3237
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,2372
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,6111
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,1054645
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,19946
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,83460
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,75982
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,12520
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,7605
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,4710
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,11880
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,643602
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,33934
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,84744
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,106516
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,1904
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,912
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,989
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,1244
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,128216
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3332
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,12793
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,11248
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,78
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,41
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,27
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,83
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,5105
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,290
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,630
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,888
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,881
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,141
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,145
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,197
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,145268
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1609
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,11365
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,6917
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,4459
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,1919
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,2064
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2209
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,136711
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,5490
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,15823
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,18530
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,4292
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,2028
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,1840
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,3214
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,503404
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,11556
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,48924
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,38046
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,9208
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,5374
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,4062
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,8351
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,728717
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,34029
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,104679
2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,92780
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,2508
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1445
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,939
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,2602
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,101033
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,2727
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,10817
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,7720
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,133
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,96
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,50
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,145
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,2633
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,127
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,348
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,396
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,972
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,500
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,486
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,726
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,161602
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1721
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,12795
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,6790
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,11680
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,6845
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,5165
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,8956
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,75179
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,3930
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,9690
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,11452
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,6975
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3687
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,2194
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,7794
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,237232
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,6010
2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,24341
